User_Id,Place_Id,Place_Ratings,Place_Name,Category,City,Price,Rating,Time_Minutes,Lat,Long,Location,Age
3,223,5,Masjid Raya Bandung,Tempat Ibadah,Bandung,0,4.7,,-6.9216897,107.6061399,"Cirebon, Jawa Barat",23
3,17,5,Museum Fatahillah,Budaya,Jakarta,5000,4.4,,-6.1364489,106.8130661,"Cirebon, Jawa Barat",23
3,319,5,Kawah Rengganis Cibuni,Cagar Alam,Bandung,5000,4.3,,-7.1724126,107.3766656,"Cirebon, Jawa Barat",23
3,310,3,Taman Bunga Cihideung,Cagar Alam,Bandung,0,4.1,45.0,-6.8038883,107.5866313,"Cirebon, Jawa Barat",23
3,421,3,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,10000,4.4,,-7.240328,112.731431,"Cirebon, Jawa Barat",23
3,202,5,Pantai Ngandong,Bahari,Yogyakarta,10000,4.5,,-8.146423,110.6061408,"Cirebon, Jawa Barat",23
3,48,2,Taman Ismail Marzuki,Budaya,Jakarta,5000,4.6,,-6.1891586,106.8397738,"Cirebon, Jawa Barat",23
3,283,3,Jembatan Pasupati,Taman Hiburan,Bandung,0,4.6,,-6.9000987,107.6046708,"Cirebon, Jawa Barat",23
3,202,3,Pantai Ngandong,Bahari,Yogyakarta,10000,4.5,,-8.146423,110.6061408,"Cirebon, Jawa Barat",23
3,250,2,Pesona Nirwana Waterpark & Cottages,Taman Hiburan,Bandung,50000,4.1,,-7.0409154,107.5269156,"Cirebon, Jawa Barat",23
3,118,2,Museum Sonobudoyo Unit I,Budaya,Yogyakarta,5000,4.6,120.0,-7.8024499,110.3639555,"Cirebon, Jawa Barat",23
3,54,2,Taman Agrowisata Cilangkap,Taman Hiburan,Jakarta,0,4.2,,-6.3401514,106.9012561,"Cirebon, Jawa Barat",23
3,70,3,Perpustakaan Nasional,Budaya,Jakarta,0,4.7,240.0,-6.1812918,106.8268717,"Cirebon, Jawa Barat",23
3,33,4,Taman Suropati,Taman Hiburan,Jakarta,0,4.6,,-6.1994034,106.8326228,"Cirebon, Jawa Barat",23
3,227,2,Alun-Alun Kota Bandung,Taman Hiburan,Bandung,0,4.6,60.0,-6.9218571,107.6070141,"Cirebon, Jawa Barat",23
3,86,4,Keraton Yogyakarta,Budaya,Yogyakarta,15000,4.6,,-7.8052845,110.3642031,"Cirebon, Jawa Barat",23
3,105,5,Candi Donotirto,Budaya,Yogyakarta,0,4.4,25.0,-7.7955613,110.3612095,"Cirebon, Jawa Barat",23
3,249,3,Upside Down World Bandung,Taman Hiburan,Bandung,100000,4.0,30.0,-6.8963,107.617,"Cirebon, Jawa Barat",23
3,131,4,Watu Lumbung,Cagar Alam,Yogyakarta,5000,4.3,30.0,-7.9924379,110.317778,"Cirebon, Jawa Barat",23
3,382,2,Kampoeng Kopi Banaran,Taman Hiburan,Semarang,200000,4.3,90.0,-7.2539005,110.4414953,"Cirebon, Jawa Barat",23
3,193,2,Candi Sewu,Budaya,Yogyakarta,50000,4.6,,-7.7439217,110.4929095,"Cirebon, Jawa Barat",23
3,176,2,Museum Gunung Merapi,Budaya,Yogyakarta,10000,4.4,60.0,-7.6159272,110.4243329,"Cirebon, Jawa Barat",23
3,104,3,Tebing Breksi,Budaya,Yogyakarta,20000,4.4,,-7.7815714,110.5045827,"Cirebon, Jawa Barat",23
3,24,4,Museum Nasional,Budaya,Jakarta,5000,4.6,,-6.1764021,106.8215901,"Cirebon, Jawa Barat",23
3,128,5,Gumuk Pasir Parangkusumo,Taman Hiburan,Yogyakarta,0,4.5,90.0,-8.0173266,110.3180791,"Cirebon, Jawa Barat",23
3,134,3,Desa Wisata Gamplong,Taman Hiburan,Yogyakarta,10000,4.4,60.0,-7.8055232,110.2374676,"Cirebon, Jawa Barat",23
3,228,3,Museum Sri Baduga,Budaya,Bandung,3000,4.5,,-6.9375748,107.603775,"Cirebon, Jawa Barat",23
3,237,3,Panghegar Waterboom Bandung,Taman Hiburan,Bandung,75000,4.3,,-6.9614032,107.6227321,"Cirebon, Jawa Barat",23
3,100,4,Taman Budaya Yogyakarta,Budaya,Yogyakarta,0,4.5,210.0,-7.8001041,110.3676579,"Cirebon, Jawa Barat",23
3,198,5,Pantai Greweng,Bahari,Yogyakarta,5000,4.6,,-8.1978644,110.7186216,"Cirebon, Jawa Barat",23
4,50,2,Museum Joang 45,Budaya,Jakarta,2000,4.0,,-6.1861838,106.8364761,"Bekasi, Jawa Barat",21
4,376,2,Semarang Chinatown,Budaya,Semarang,30000,4.5,30.0,-6.9749923,110.424954,"Bekasi, Jawa Barat",21
4,268,4,Sudut Pandang Bandung,Taman Hiburan,Bandung,50000,4.6,150.0,-6.8423638,107.6232403,"Bekasi, Jawa Barat",21
4,242,4,Curug Dago,Cagar Alam,Bandung,12000,4.0,,-6.8655225,107.6181878,"Bekasi, Jawa Barat",21
4,82,3,Museum Satria Mandala,Budaya,Jakarta,5000,4.5,150.0,-6.2316985,106.8185425,"Bekasi, Jawa Barat",21
4,348,5,Pura Giri Natha,Budaya,Semarang,20000,4.7,,-6.9984759,110.4106468,"Bekasi, Jawa Barat",21
4,409,3,Rumah Batik,Budaya,Surabaya,0,4.5,15.0,-7.278736,112.718453,"Bekasi, Jawa Barat",21
4,88,3,Museum Benteng Vredeburg Yogyakarta,Budaya,Yogyakarta,3000,4.6,120.0,-7.8002016,110.3663044,"Bekasi, Jawa Barat",21
4,4,4,Taman Mini Indonesia Indah (TMII),Taman Hiburan,Jakarta,10000,4.5,,-6.3024459,106.8951559,"Bekasi, Jawa Barat",21
4,377,3,La Kana Chapel,Taman Hiburan,Semarang,35000,4.5,,-7.2156923,110.3649392,"Bekasi, Jawa Barat",21
4,43,5,The Escape Hunt,Taman Hiburan,Jakarta,70000,4.4,120.0,-6.2555033,106.8122591,"Bekasi, Jawa Barat",21
4,15,4,Pasar Seni,Pusat Perbelanjaan,Jakarta,0,4.4,90.0,-6.1766868,106.8417666,"Bekasi, Jawa Barat",21
4,91,3,Situs Warungboto,Taman Hiburan,Yogyakarta,0,4.4,60.0,-7.8102685,110.3931513,"Bekasi, Jawa Barat",21
4,193,5,Candi Sewu,Budaya,Yogyakarta,50000,4.6,,-7.7439217,110.4929095,"Bekasi, Jawa Barat",21
4,312,3,Taman Hutan Raya Ir. H. Juanda,Cagar Alam,Bandung,11000,4.5,90.0,-6.8585841,107.6306089,"Bekasi, Jawa Barat",21
4,44,2,Monumen Selamat Datang,Budaya,Jakarta,0,4.7,15.0,-6.1949978,106.8230496,"Bekasi, Jawa Barat",21
4,14,5,Pulau Pelangi,Bahari,Jakarta,900000,4.8,,-5.587055,106.5885,"Bekasi, Jawa Barat",21
4,406,3,Kebun Bibit Wonorejo,Cagar Alam,Surabaya,0,4.4,30.0,-7.3123655,112.7889021,"Bekasi, Jawa Barat",21
4,383,2,Taman Tabanas,Taman Hiburan,Semarang,0,4.4,60.0,-7.0388032,110.4215576,"Bekasi, Jawa Barat",21
4,229,2,Rabbit Town,Taman Hiburan,Bandung,45000,4.0,90.0,-6.8669518,107.6100859,"Bekasi, Jawa Barat",21
4,290,3,Museum Pendidikan Nasional,Budaya,Bandung,5000,4.6,,-6.8597474,107.5941693,"Bekasi, Jawa Barat",21
4,5,5,Atlantis Water Adventure,Taman Hiburan,Jakarta,94000,4.5,60.0,-6.12419,106.839134,"Bekasi, Jawa Barat",21
4,294,5,Taman Film,Budaya,Bandung,0,4.3,90.0,-6.8986869,107.6077451,"Bekasi, Jawa Barat",21
4,309,5,Observatorium Bosscha,Cagar Alam,Bandung,25000,4.5,,-6.8246311,107.6171106,"Bekasi, Jawa Barat",21
4,74,2,Museum Tengah Kebun,Budaya,Jakarta,0,4.6,120.0,-6.267513,106.824107,"Bekasi, Jawa Barat",21
4,97,2,Monumen Yogya Kembali,Budaya,Yogyakarta,15000,4.5,30.0,-7.7495904,110.3696068,"Bekasi, Jawa Barat",21
5,421,4,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,10000,4.4,,-7.240328,112.731431,"Lampung, Sumatera Selatan",20
5,138,2,Jogja Exotarium,Taman Hiburan,Yogyakarta,20000,4.4,120.0,-7.7280356,110.3591712,"Lampung, Sumatera Selatan",20
5,436,5,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,0,4.6,,-7.2943303,112.7617534,"Lampung, Sumatera Selatan",20
5,395,2,Taman Prestasi,Taman Hiburan,Surabaya,0,4.6,,-7.2614722,112.7428284,"Lampung, Sumatera Selatan",20
5,300,4,Sanghyang Heuleut,Cagar Alam,Bandung,10000,4.4,,-6.8765131,107.3422183,"Lampung, Sumatera Selatan",20
5,321,3,Glamping Lakeside Rancabali,Taman Hiburan,Bandung,30000,4.4,,-7.1675908,107.3532419,"Lampung, Sumatera Selatan",20
5,68,5,Pasar Petak Sembilan,Pusat Perbelanjaan,Jakarta,0,4.4,45.0,-6.1436722,106.8129398,"Lampung, Sumatera Selatan",20
5,55,5,Klenteng Jin De Yuan,Tempat Ibadah,Jakarta,0,4.5,,-6.1444737,106.8126018,"Lampung, Sumatera Selatan",20
5,434,4,Taman Bungkul,Taman Hiburan,Surabaya,0,4.6,,-7.2913468,112.7398218,"Lampung, Sumatera Selatan",20
5,9,5,Pelabuhan Marina,Bahari,Jakarta,175000,4.4,,1.07888,103.931398,"Lampung, Sumatera Selatan",20
5,166,3,Kebun Teh Nglinggo,Cagar Alam,Yogyakarta,6000,4.5,,-7.647054,110.1414699,"Lampung, Sumatera Selatan",20
5,151,5,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,0,4.4,90.0,-7.6410258,110.3622794,"Lampung, Sumatera Selatan",20
5,4,3,Taman Mini Indonesia Indah (TMII),Taman Hiburan,Jakarta,10000,4.5,,-6.3024459,106.8951559,"Lampung, Sumatera Selatan",20
5,61,3,Tugu Proklamasi,Budaya,Jakarta,0,4.6,,-6.2030468,106.8466623,"Lampung, Sumatera Selatan",20
5,321,3,Glamping Lakeside Rancabali,Taman Hiburan,Bandung,30000,4.4,,-7.1675908,107.3532419,"Lampung, Sumatera Selatan",20
5,159,2,Hutan Pinus Asri,Cagar Alam,Yogyakarta,2500,4.5,,-7.9209209,110.4355651,"Lampung, Sumatera Selatan",20
5,397,5,Taman Kunang-Kunang,Taman Hiburan,Surabaya,0,4.4,45.0,-7.3182202,112.7842405,"Lampung, Sumatera Selatan",20
5,391,2,Flower Farm Setiya Aji,Cagar Alam,Semarang,7500,4.1,45.0,-7.2241813,110.3782661,"Lampung, Sumatera Selatan",20
5,407,3,Taman Ekspresi Dan Perpustakaan,Taman Hiburan,Surabaya,0,4.5,45.0,-7.2573072,112.7437199,"Lampung, Sumatera Selatan",20
5,301,2,Lereng Anteng Panoramic Coffee Place,Cagar Alam,Bandung,50000,4.4,150.0,-6.842535,107.622698,"Lampung, Sumatera Selatan",20
5,143,4,Seribu Batu Songgo Langit,Cagar Alam,Yogyakarta,2000,4.6,90.0,-7.9310984,110.430919,"Lampung, Sumatera Selatan",20
5,27,2,Sea World,Taman Hiburan,Jakarta,115000,4.5,180.0,-6.1264775,106.842963,"Lampung, Sumatera Selatan",20
5,283,4,Jembatan Pasupati,Taman Hiburan,Bandung,0,4.6,,-6.9000987,107.6046708,"Lampung, Sumatera Selatan",20
5,190,2,Pantai Samas,Bahari,Yogyakarta,4000,4.0,45.0,-8.0045535,110.2703756,"Lampung, Sumatera Selatan",20
5,346,4,Indonesia Kaya Park,Taman Hiburan,Semarang,0,4.6,45.0,-6.9923507,110.4201162,"Lampung, Sumatera Selatan",20
5,67,4,Margasatwa Muara Angke,Cagar Alam,Jakarta,25000,4.2,15.0,-6.1160075,106.7692016,"Lampung, Sumatera Selatan",20
5,381,3,Tugu Muda Semarang,Budaya,Semarang,0,4.7,,-6.9843485,110.4093207,"Lampung, Sumatera Selatan",20
5,368,3,Kampoeng Rawa,Cagar Alam,Semarang,3000,4.5,,-7.267539,110.418076,"Lampung, Sumatera Selatan",20
5,433,4,Museum Mpu Tantular,Budaya,Surabaya,2000,4.4,45.0,-7.4338593,112.7199058,"Lampung, Sumatera Selatan",20
5,301,2,Lereng Anteng Panoramic Coffee Place,Cagar Alam,Bandung,50000,4.4,150.0,-6.842535,107.622698,"Lampung, Sumatera Selatan",20
5,420,3,Surabaya Museum (Gedung Siola),Budaya,Surabaya,0,4.5,45.0,-7.2562972,112.7379955,"Lampung, Sumatera Selatan",20
5,335,3,Candi Gedong Songo,Budaya,Semarang,10000,4.5,,-7.2098867,110.3421119,"Lampung, Sumatera Selatan",20
5,115,3,Monumen Sanapati,Budaya,Yogyakarta,15000,4.3,,-7.7881728,110.3715403,"Lampung, Sumatera Selatan",20
6,433,4,Museum Mpu Tantular,Budaya,Surabaya,2000,4.4,45.0,-7.4338593,112.7199058,"Jakarta Utara, DKI Jakarta",18
6,334,2,Chingu Cafe Little Seoul,Taman Hiburan,Bandung,50000,4.5,,-6.9012241,107.6099853,"Jakarta Utara, DKI Jakarta",18
6,348,2,Pura Giri Natha,Budaya,Semarang,20000,4.7,,-6.9984759,110.4106468,"Jakarta Utara, DKI Jakarta",18
6,219,2,Tebing Karaton,Cagar Alam,Bandung,15000,4.5,,-6.8340683,107.6636151,"Jakarta Utara, DKI Jakarta",18
6,178,3,Goa Pindul,Cagar Alam,Yogyakarta,40000,4.5,,-7.9339721,110.651966,"Jakarta Utara, DKI Jakarta",18
6,266,3,Caringin Tilu,Cagar Alam,Bandung,0,4.4,,-6.8580464,107.6647084,"Jakarta Utara, DKI Jakarta",18
6,92,2,Nol Kilometer Jl.Malioboro,Taman Hiburan,Yogyakarta,0,4.7,45.0,-7.8013803,110.3647652,"Jakarta Utara, DKI Jakarta",18
6,64,5,Museum Sasmita Loka Ahmad Yani,Budaya,Jakarta,2000,4.7,45.0,-6.2046303,106.8365324,"Jakarta Utara, DKI Jakarta",18
6,102,4,Monumen Batik Yogyakarta,Budaya,Yogyakarta,40000,4.5,15.0,-7.8011159,110.3646172,"Jakarta Utara, DKI Jakarta",18
6,166,5,Kebun Teh Nglinggo,Cagar Alam,Yogyakarta,6000,4.5,,-7.647054,110.1414699,"Jakarta Utara, DKI Jakarta",18
6,257,2,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3,,-6.9338497,107.604925,"Jakarta Utara, DKI Jakarta",18
6,243,5,Kampung Korea Bandung,Budaya,Bandung,15000,4.1,,-6.9154546,107.640769,"Jakarta Utara, DKI Jakarta",18
6,346,5,Indonesia Kaya Park,Taman Hiburan,Semarang,0,4.6,45.0,-6.9923507,110.4201162,"Jakarta Utara, DKI Jakarta",18
6,116,5,Jurang Tembelan Kanigoro,Taman Hiburan,Yogyakarta,2500,4.5,45.0,-7.9401065,110.4300062,"Jakarta Utara, DKI Jakarta",18
6,359,2,Taman Bunga Celosia,Cagar Alam,Semarang,25000,4.3,90.0,-7.2255041,110.3463166,"Jakarta Utara, DKI Jakarta",18
6,121,4,Candi Prambanan,Budaya,Yogyakarta,50000,4.7,,-7.7520206,110.4914674,"Jakarta Utara, DKI Jakarta",18
6,385,4,Kampung Batik Gedong Semarang,Budaya,Semarang,0,4.4,45.0,-6.9688821,110.4318692,"Jakarta Utara, DKI Jakarta",18
6,398,5,Taman Buah Surabaya,Taman Hiburan,Surabaya,0,4.1,30.0,-7.2662139,112.795281,"Jakarta Utara, DKI Jakarta",18
6,64,5,Museum Sasmita Loka Ahmad Yani,Budaya,Jakarta,2000,4.7,45.0,-6.2046303,106.8365324,"Jakarta Utara, DKI Jakarta",18
6,88,5,Museum Benteng Vredeburg Yogyakarta,Budaya,Yogyakarta,3000,4.6,120.0,-7.8002016,110.3663044,"Jakarta Utara, DKI Jakarta",18
6,119,2,Lava Bantal,Budaya,Yogyakarta,5000,4.4,30.0,-7.8081518,110.4595183,"Jakarta Utara, DKI Jakarta",18
6,393,2,Taman Harmoni Keputih,Cagar Alam,Surabaya,0,4.4,60.0,-7.2952211,112.8035603,"Jakarta Utara, DKI Jakarta",18
6,4,4,Taman Mini Indonesia Indah (TMII),Taman Hiburan,Jakarta,10000,4.5,,-6.3024459,106.8951559,"Jakarta Utara, DKI Jakarta",18
6,298,3,Gunung Lalakon,Cagar Alam,Bandung,0,4.8,,-6.9580556,107.5205556,"Jakarta Utara, DKI Jakarta",18
6,410,2,Ciputra Waterpark,Taman Hiburan,Surabaya,95000,4.3,90.0,-7.2861707,112.6333338,"Jakarta Utara, DKI Jakarta",18
6,224,5,Dago Dreampark,Taman Hiburan,Bandung,40000,4.2,150.0,-6.8486423,107.625939,"Jakarta Utara, DKI Jakarta",18
6,379,4,Goa Rong,Cagar Alam,Semarang,5000,4.3,,-7.2721621,110.4698457,"Jakarta Utara, DKI Jakarta",18
6,382,2,Kampoeng Kopi Banaran,Taman Hiburan,Semarang,200000,4.3,90.0,-7.2539005,110.4414953,"Jakarta Utara, DKI Jakarta",18
7,255,5,Museum Barli,Budaya,Bandung,15000,4.4,180.0,-6.8782387,107.5875349,"Jakarta Selatan, DKI Jakarta",39
7,269,3,Bumi Perkemahan Batu Kuda,Cagar Alam,Bandung,7500,4.5,,-6.8932173,107.7448856,"Jakarta Selatan, DKI Jakarta",39
7,213,3,Gedung Sate,Budaya,Bandung,5000,4.6,,-6.9024812,107.61881,"Jakarta Selatan, DKI Jakarta",39
7,228,3,Museum Sri Baduga,Budaya,Bandung,3000,4.5,,-6.9375748,107.603775,"Jakarta Selatan, DKI Jakarta",39
7,126,5,Pantai Goa Cemara,Bahari,Yogyakarta,4000,4.3,,-7.999423,110.248963,"Jakarta Selatan, DKI Jakarta",39
7,192,5,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,15000,4.4,,-7.943178,110.48924,"Jakarta Selatan, DKI Jakarta",39
7,376,4,Semarang Chinatown,Budaya,Semarang,30000,4.5,30.0,-6.9749923,110.424954,"Jakarta Selatan, DKI Jakarta",39
7,183,5,Jogja Bay Pirates Adventure Waterpark,Taman Hiburan,Yogyakarta,150000,4.4,,-7.7478461,110.4188754,"Jakarta Selatan, DKI Jakarta",39
7,129,4,Bukit Lintang Sewu,Taman Hiburan,Yogyakarta,2000,4.5,60.0,-7.9157997,110.4366436,"Jakarta Selatan, DKI Jakarta",39
7,303,4,Masjid Al-Imtizaj,Tempat Ibadah,Bandung,0,4.7,,-6.919425,107.6078639,"Jakarta Selatan, DKI Jakarta",39
7,296,3,Batununggal Indah Club,Taman Hiburan,Bandung,70000,4.4,,-6.96323,107.626416,"Jakarta Selatan, DKI Jakarta",39
7,213,3,Gedung Sate,Budaya,Bandung,5000,4.6,,-6.9024812,107.61881,"Jakarta Selatan, DKI Jakarta",39
7,237,5,Panghegar Waterboom Bandung,Taman Hiburan,Bandung,75000,4.3,,-6.9614032,107.6227321,"Jakarta Selatan, DKI Jakarta",39
7,99,4,Kampung Wisata Kadipaten,Budaya,Yogyakarta,0,4.4,,-7.806093,110.35831,"Jakarta Selatan, DKI Jakarta",39
7,88,4,Museum Benteng Vredeburg Yogyakarta,Budaya,Yogyakarta,3000,4.6,120.0,-7.8002016,110.3663044,"Jakarta Selatan, DKI Jakarta",39
7,148,3,Goa Rancang Kencono,Cagar Alam,Yogyakarta,5000,4.3,30.0,-7.9492612,110.4926511,"Jakarta Selatan, DKI Jakarta",39
